Name,Year,투심_구사율,포심_구사율,커터_구사율,커브_구사율,슬라_구사율,첸접_구사율,싱커_구사율,포크_구사율,너클_구사율,기타_구사율,투심_피안타율,포심_피안타율,커터_피안타율,커브_피안타율,슬라_피안타율,첸접_피안타율,싱커_피안타율,포크_피안타율,너클_피안타율,기타_피안타율
김무신,2020,0,61.9,0,6.5,31.2,0,0,0.3,0,0,0,0.294,0,0.368,0.25,0,0,0,0,0
김무신,2021,0,71.2,0,1.5,27.3,0,0,0,0,0,0,0.367,0,0,0.143,0,0,0,0,0
김무신,2022,0.2,63,0,10.2,26.6,0,0,0,0,0,0,0.344,0,0.143,0.152,0,0,0,0,0
김무신,2024,0,47.6,0,10.5,41.9,0,0,0,0,0,0,0.625,0,0,0.2,0,0,0,0,0
이재익,2020,0,68.5,0,18.5,11.1,1.9,0,0,0,0,0,0.75,0,0.5,1,0,0,0,0,0
이재익,2021,0.9,57.2,0,8.6,32,1.4,0,0,0,0,1,0.304,0,0.5,0.182,0,0,0,0,0
이재익,2022,48.1,19.3,0,11.5,20.1,0.4,0,0,0,0,0.338,0.167,0,0.4,0.303,0,0,0,0,0
이재익,2023,71.1,2.7,0,11.1,14.9,0,0,0,0,0,0.266,0,0,0.208,0.5,0,0,0,0,0
이재익,2024,66.2,0.9,0,18,14.9,0,0,0,0,0,0.486,0,0,1,0.4,0,0,0,0,0
김태훈,2020,40.7,9.6,0,9.2,9.2,0,0,31.2,0,0,0.391,0.278,0,0.333,0.208,0,0,0.155,0,0
김태훈,2021,59.1,0.6,0,4.5,8.9,0,0,26.8,0,0,0.304,0.5,0,0.4,0.174,0,0,0.141,0,0
김태훈,2022,56.3,1.2,0,3.7,12.1,0,0,26.7,0,0,0.298,0.5,0,0,0.385,0,0,0.17,0,0
김태훈,2023,50,13.9,0,0,11.8,0,0,24.3,0,0,0.294,0.333,0,0,0.5,0,0,0.143,0,0
김태훈,2024,12.6,36,0.2,14.5,11.6,0,0,25.1,0,0,0.185,0.257,0,0.115,0.217,0,0,0.321,0,0
이승민,2020,0,51.7,0,11.9,16.5,19.7,0,0,0,0,0,0.364,0,0.714,0.125,0.233,0,0,0,0
이승민,2021,0,53.1,0,7.7,24.7,14.3,0,0,0,0,0,0.247,0,0.5,0.469,0.4,0,0,0,0
이승민,2022,0,45.2,0,1.1,33.3,20.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0
이승민,2024,0,52.6,0,9,20.2,18.2,0,0,0,0,0,0.31,0,0.308,0.26,0.523,0,0,0,0
백정현,2020,0,50,0,10.2,19.8,20,0,0,0,0,0,0.292,0,0.45,0.229,0.259,0,0,0,0
백정현,2021,7.9,43.8,0,5.8,24.1,18.4,0,0,0,0,0.333,0.236,0,0.448,0.21,0.223,0,0,0,0
백정현,2022,22.1,25.6,0,6.3,28.5,17.3,0,0.3,0,0,0.327,0.392,0,0.048,0.301,0.172,0,0.667,0,0
백정현,2023,0.9,40.3,0,5.7,30.5,22.5,0,0,0,0,0.333,0.294,0,0.227,0.255,0.228,0,0,0,0
백정현,2024,0.2,47.8,0,11.2,20.3,20.4,0,0,0,0,0,0.324,0,0.382,0.259,0.348,0,0,0,0
최하늘,2022,0,44.4,0,0.5,21.4,33.3,0,0,0,0,0,0.321,0,0,0.273,0.313,0,0,0,0
최하늘,2023,0,39.3,0,0,22.7,38,0,0,0,0,0,0.267,0,0,0.25,0.692,0,0,0,0
최하늘,2024,0,37,0,0,9.3,53.4,0,0,0,0,0,0.256,0,0,0.222,0.22,0,0,0,0
이호성,2023,0,49.6,0,11.8,21,17.6,0,0,0,0,0,0.235,0,0.2,0.2,0.071,0,0,0,0
이호성,2024,0,42.9,0,13.1,29.7,14.1,0,0,0,0,0,0.381,0,0.286,0.293,0.44,0,0,0,0
최원태,2020,54.8,0.2,0,8.8,10.6,25.7,0,0,0,0,0.311,0,0,0.136,0.146,0.24,0,0,0,0
최원태,2021,50.8,0,0.1,8.2,17.8,23,0,0,0,0,0.338,0,0,0.152,0.273,0.226,0,0,0,0
최원태,2022,45.5,0.6,0,11.6,25.3,16.9,0,0,0,0,0.31,0,0,0.149,0.144,0.267,0,0,0,0
최원태,2023,28,9.1,0,14.9,30.3,17.6,0,0,0,0,0.231,0.389,0,0.186,0.28,0.163,0,0,0,0
최원태,2024,18.2,21,13.1,12.9,18.4,16.4,0,0,0,0,0.358,0.255,0.262,0.186,0.274,0.233,0,0,0,0
육선엽,2024,0,55.8,7,27.3,8.7,0.3,0,0,0,0,0,0.268,0,0.353,0.333,0,0,0,0,0
최지광,2020,0,48.4,0,7.7,43.9,0,0,0,0,0,0,0.265,0,0.143,0.185,0,0,0,0,0
최지광,2021,0,44.3,0,10.8,44.8,0,0,0,0,0,0,0.341,0,0.25,0.221,0,0,0,0,0
최지광,2023,0,41.3,0,13,43.7,0,0,1.8,0,0,0,0.231,0,0.25,0.25,0,0,0,0,0
최지광,2024,0,35.6,0,22.7,40.8,0.3,0,0,0,0,0,0.205,0,0.077,0.2,0,0,0,0,0
이상민,2020,0,51.9,0,15.4,20.7,12,0,0,0,0,0,0.37,0,0,0.308,0.5,0,0,0,0
이상민,2021,0.9,47.2,0,12.5,29.3,10.1,0,0,0,0,1,0.375,0,0.133,0.185,0.364,0,0,0,0
이상민,2022,0,45.9,0,12.6,33.8,7.7,0,0,0,0,0,0.372,0,0.357,0.149,0.143,0,0,0,0
이상민,2023,0,38.8,0,10.4,37,13.8,0,0,0,0,0,0.471,0,0.333,0.357,0.364,0,0,0,0
이상민,2024,0,43,0,13,31,13,0,0,0,0,0,0.296,0,0.25,0.233,0.357,0,0,0,0
이승현_우,2020,0,53.8,0,0.3,27.4,6.3,0,12.2,0,0,0,0.262,0,0,0.222,0.125,0,0.143,0,0
이승현_우,2021,0,52.6,0,0,30.1,3.8,0,13.6,0,0,0,0.385,0,0,0.381,1,0,0.25,0,0
이승현_우,2022,0,61,0,1,17.4,1.9,0,18.7,0,0,0,0.258,0,0,0.256,0,0,0.28,0,0
이승현_우,2023,0,50.1,0,0.2,26.8,12,0,10.8,0,0,0,0.267,0,0,0.281,0.261,0,0.333,0,0
이승현_우,2024,0,53,0,0.1,34.3,11.3,0,1.2,0,0,0,0.304,0,0,0.292,0.258,0,0,0,0
배재준,2021,17.5,32,0,10.8,26.7,3.6,0,9.3,0,0,0.294,0.343,0,0.286,0.297,0.375,0,0.308,0,0
배재준,2022,19.4,35,0,8.3,24,0,0,12.5,0,0,0.353,0.2,0,0,0.16,0,0,0.222,0,0
배재준,2023,0,43.5,0,8.7,43.5,4.3,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
백승현,2021,0,61.1,0,0,37.8,0,0,1.1,0,0,0,0.205,0,0,0.25,0,0,0,0,0
백승현,2022,0,72.8,0,0,22.3,0,0,4.9,0,0,0,0.31,0,0,0.545,0,0,0,0,0
백승현,2023,0,59.1,0,0,31.5,0,0,9.4,0,0,0,0.205,0,0,0.16,0,0,0.333,0,0
백승현,2024,0,62.7,0,0,22.4,0,0,14.9,0,0,0,0.295,0,0,0.32,0,0,0.368,0,0
임찬규,2020,0,40.5,0,23.5,1.6,34.3,0,0,0,0,0,0.261,0,0.171,0.25,0.285,0,0,0,0
임찬규,2021,0,46.1,0,17.6,15.7,20.6,0,0,0,0,0,0.233,0,0.197,0.288,0.186,0,0,0,0
임찬규,2022,0.2,44.7,0,18.6,12.2,24.2,0,0,0,0,1,0.294,0,0.221,0.327,0.274,0,0,0,0
임찬규,2023,0,39,0,23.4,5,32.5,0,0,0,0,0,0.261,0,0.234,0.32,0.246,0,0,0,0
임찬규,2024,0,36.5,6.5,28.3,0,28.4,0,0,0,0,0,0.319,0.471,0.233,0,0.243,0,0,0,0
김진성,2020,0,54.2,0,0,8.9,0,0,36.9,0,0,0,0.212,0,0,0.308,0,0,0.246,0,0
김진성,2021,0,49,0,0,11.8,0,0,38.9,0,0,0,0.341,0,0,0.278,0,0,0.192,0,0
김진성,2022,0,51.1,0,0,2.3,0,0.1,45.6,0,0,0,0.198,0,0,0.5,0,0,0.212,0,0
김진성,2023,0,52.1,0,0,1.3,0,0,46,0,0,0,0.198,0,0,0.667,0,0,0.138,0,0
김진성,2024,0,46.2,0,0,0.3,0,0,53.3,0,0,0,0.297,0,0,0,0,0,0.191,0,0
김유영,2020,0,56.9,0,0,33,10.1,0,0,0,0,0,0.3,0,0,0.091,0,0,0,0,0
김유영,2021,0,45.3,0,6,42.2,6.6,0,0,0,0,0,0.289,0,0,0.273,0.25,0,0,0,0
김유영,2022,0,44.4,0,4,44.6,6.9,0,0,0,0,0,0.371,0,0,0.321,0.273,0,0,0,0
김유영,2024,0,39.1,0,4,48.6,8.3,0,0,0,0,0,0.313,0,0.429,0.222,0.313,0,0,0,0
이우찬,2020,0,59.4,0,10.5,26.3,0,0,3.8,0,0,0,0.75,0,0.25,0.143,0,0,0.5,0,0
이우찬,2021,0.9,48.6,0,12.7,25,0,0,12.5,0,0,1,0.353,0,0.15,0.077,0,0,0.333,0,0
이우찬,2022,0,58.5,0,16.3,19.7,0,0,5.5,0,0,0,0.231,0,0.065,0.13,0,0,0.25,0,0
이우찬,2023,0,60,0,11.2,18.8,0,0,9.9,0,0,0,0.351,0,0.111,0.19,0,0,0.111,0,0
이우찬,2024,0,59.1,0.1,3.2,20.9,0,0,16.2,0,0,0,0.333,0,0.333,0.189,0,0,0.36,0,0
박명근,2023,0,56.7,0,17.4,3.7,21.4,0,0,0,0,0,0.25,0,0.212,0.2,0.283,0,0,0,0
박명근,2024,0,60.1,0,20.2,3.4,16.4,0,0,0,0,0,0.259,0,0.348,0,0.375,0,0,0,0
손주영,2021,0,62.5,0,8.7,21.9,2.9,0,3.9,0,0,0,0.259,0,0.3,0.387,0,0,0.5,0,0
손주영,2022,0,62.7,0,9.1,22.8,5.4,0,0,0,0,0,0.156,0,0.5,0.333,0.333,0,0,0,0
손주영,2023,0,68.8,0,8.5,20.1,2.1,0,0,0,0,0,0.323,0,0,0.25,0.5,0,0,0,0
손주영,2024,0,50.8,0,14,20.8,0,0,14.2,0,0,0,0.297,0,0.268,0.25,0,0,0.272,0,0
송승기,2022,0,72.6,0,4.5,15.1,7.3,0,0,0,0,0,0.2,0,0.25,0.167,0.75,0,0,0,0
송승기,2023,0,72.2,0,0,11.1,16.7,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
함덕주,2020,0,56.6,0.1,2.8,9.9,30.7,0,0,0,0,0,0.292,0,0,0.294,0.182,0,0,0,0
함덕주,2021,0,59.8,0,3.1,9.5,27.6,0,0,0,0,0,0.271,0,0,0.286,0.208,0,0,0,0
함덕주,2022,0,71.7,0,1.3,3.8,23.2,0,0,0,0,0,0.185,0,1,0,0.214,0,0,0,0
함덕주,2023,0,54.4,0,0.3,18.1,27.1,0,0,0,0,0,0.214,0,0.5,0.1,0.109,0,0,0,0
함덕주,2024,0,49.8,0,2,16.6,31.2,0,0,0,0,0,0.211,0,0,0.667,0.294,0,0,0,0
김대현,2020,1.3,52.4,0,0.3,31.2,0,0,14.7,0,0,0,0.286,0,0,0.341,0,0,0.176,0,0
김대현,2021,0,56.3,0,1.3,32.5,0,0,10,0,0,0,0.417,0,0,0.2,0,0,0.5,0,0
김대현,2023,1.1,48.3,0,2.2,13.5,0,0,32.6,0,0,0,0.375,0,1,0.6,0,0,0.2,0,0
김대현,2024,0,57,0,0,13.2,0,0,29.8,0,0,0,0.263,0,0,0.091,0,0,0.261,0,0
정우영,2020,0.1,0,0,0,22.9,0.4,76.6,0,0,0,0,0,0,0,0.179,0,0.187,0,0,0
정우영,2021,0,0.4,0,0,12,0,87.6,0,0,0,0,0,0,0,0.294,0,0.184,0,0,0
정우영,2022,0,0,0,0,7.6,0,92.1,0,0,0,0,0,0,0,0.313,0,0.225,0,0,0
정우영,2023,0,0,3,1.3,16.5,0.2,77.6,1.4,0,0,0,0,0.429,0,0.222,0,0.305,0.5,0,0
정우영,2024,86.4,0,0,3.9,9.8,0,0,0,0,0,0.388,0,0,0,0,0,0,0,0,0
이상영,2021,0.6,55.2,0,2.8,22.6,18.7,0,0,0,0,0.5,0.227,0,0.167,0.325,0.275,0,0,0,0
이상영,2023,0,57.7,0,0.5,24.5,17.3,0,0,0,0,0,0.333,0,0,0.273,0.222,0,0,0,0
이상영,2024,29.1,22.5,0,0,35.1,0,0,13.2,0,0,0.25,0.5,0,0,0.2,0,0,0,0,0
김영준,2022,0,35.3,0,14,28.7,16.2,0,5.9,0,0,0,0.429,0,0.2,0.25,0.125,0,0,0,0
김영준,2023,0,75,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
김영준,2024,0,47.7,5.2,6.2,33.2,5.2,0,2.5,0,0,0,0.364,0.333,0.333,0.31,0,0,0,0,0
이믿음,2024,58.3,0,0,0,9.4,32.3,0,0,0,0,0.429,0,0,0,1,0.429,0,0,0,0
이종준,2024,0,59.9,0,12.7,22.9,2.9,0,1.4,0,0,0,0.273,0,0.111,0.296,0.125,0,0.333,0,0
김진수,2021,0,55.9,0,20.6,20.6,2.9,0,0,0,0,0,0,0,0.5,0.333,0,0,0,0,0
김진수,2024,0,33.2,0,40.5,8.2,18.2,0,0,0,0,0,0.308,0,0.368,0.222,0.308,0,0,0,0
진우영,2024,0,57.7,0,2.1,2.1,0,0,37.3,0,0,0,0.353,0,1,0,0,0,0.083,0,0
정지헌,2024,0,59.2,0,0,14.3,26.5,0,0,0,0,0,0.346,0,0,0.4,0.333,0,0,0,0
이지강,2022,0,72.7,0,9.1,10.5,6.8,0,0,0,0,0,0.303,0,0,0.2,0.5,0,0,0,0
이지강,2023,0,48.7,0,12.5,14.9,23.3,0,0,0,0,0,0.223,0,0.286,0.27,0.214,0,0,0,0
이지강,2024,0,48.2,0,15,17.2,19.4,0,0,0,0,0,0.29,0,0.25,0.32,0.229,0,0,0,0
유영찬,2023,0,56.1,0,0.5,26,0,0,16.8,0,0,0,0.283,0,0,0.127,0,0,0.14,0,0
유영찬,2024,0,53.5,0,0,26.2,0,0,20.1,0,0,0,0.297,0,0,0.158,0,0,0.259,0,0
성동현,2023,0,50,0,0,50,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0
성동현,2024,0,72.2,0,0,19.4,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0
장현식,2020,0,68,0,0.5,20.1,1,0,10.3,0,0,0,0.296,0,1,0.167,1,0,0.25,0,0
장현식,2021,0,65.9,0,0.4,23.3,0,0,10.4,0,0,0,0.283,0,0,0.159,0,0,0.12,0,0
장현식,2022,0,53.5,0,0,31.4,0,0,15.2,0,0,0,0.322,0,0,0.178,0,0,0.214,0,0
장현식,2023,0,67.5,0,0,23.7,0,0,8.8,0,0,0,0.297,0,0,0.241,0,0,0.5,0,0
장현식,2024,0,47.9,0,0,32,0,0,20,0,0,0,0.282,0,0,0.228,0,0,0.245,0,0
최채흥,2020,0,46.6,0,6.8,28.3,18.2,0,0,0,0,0,0.289,0,0.222,0.224,0.145,0,0,0,0
최채흥,2021,0,46.9,0,6.8,31.3,14.9,0,0,0,0,0,0.304,0,0.333,0.299,0.228,0,0,0,0
최채흥,2023,0,37.8,0,6.1,36.8,19.2,0,0,0,0,0,0.352,0,0.25,0.327,0.314,0,0,0,0
최채흥,2024,0,41.8,0,6.1,37.9,13.9,0,0,0,0,0,0.342,0,0.333,0.286,0.2,0,0,0,0
김강률,2020,0,71.7,0,15.4,2.2,1.6,0,9.1,0,0,0,0.349,0,0.188,0.5,0,0,0.3,0,0
김강률,2021,0,76.1,0,10.3,12.2,0,0,1.4,0,0,0,0.287,0,0.25,0.222,0,0,0,0,0
김강률,2022,0,65.1,0,13.9,20.3,0.3,0,0.5,0,0,0,0.333,0,0,0.333,0,0,0,0,0
김강률,2023,0,52.8,0,16.4,24.7,0,0,6.1,0,0,0,0.352,0,0.045,0.188,0,0,0,0,0
김강률,2024,0,59.8,0,9.4,25.9,0,0,4.9,0,0,0,0.271,0,0.316,0.244,0,0,0.083,0,0
에르난데스,2024,5.7,48.7,4.3,9.7,21.6,9.8,0,0,0,0,0.4,0.202,0.25,0.125,0.273,0.316,0,0,0,0
김영준,2022,0,35.3,0,14,28.7,16.2,0,5.9,0,0,0,0.429,0,0.2,0.25,0.125,0,0,0,0
김영준,2023,0,75,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
김영준,2024,0,47.7,5.2,6.2,33.2,5.2,0,2.5,0,0,0,0.364,0.333,0.333,0.31,0,0,0,0,0
김주온,2020,0,67.2,0,0,30.5,2.3,0,0,0,0,0,0.41,0,0,0.244,0.4,0,0,0,0
김주온,2021,0,63.3,0,2,34.7,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
김주온,2022,0,57.3,0,0,42.7,0,0,0,0,0,0,0.167,0,0,0.222,0,0,0,0,0
김주온,2023,14.3,0,0,0,85.7,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0
김주온,2024,44.9,1,0,3.1,50,0,0,0,0,0,0.5,0,0,0,0.357,0,0,0,0,0
심창민,2020,0,51.5,0,15.5,28.9,4.1,0,0,0,0,0,0.263,0,0.1,0.227,0.4,0,0,0,0
심창민,2021,0,46.2,0,17.1,30.8,5.8,0,0,0,0,0,0.294,0,0.067,0.24,0.188,0,0,0,0
심창민,2022,0,55.7,0,10.8,29.7,3.8,0,0,0,0,0,0.308,0,0,0.5,0,0,0,0,0
심창민,2023,0,32.9,0,15.2,40.5,11.4,0,0,0,0,0,0.333,0,0,0.167,0,0,0,0,0
우강훈,2023,0,69.2,0,17.1,2.6,10.3,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0
우강훈,2024,0,92.3,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이종준,2024,0,59.9,0,12.7,22.9,2.9,0,1.4,0,0,0,0.273,0,0.111,0.296,0.125,0,0.333,0,0
임준형,2021,0.5,47.7,0,21,19.9,10.9,0,0,0,0,0,0.293,0,0.158,0.438,0.2,0,0,0,0
임준형,2022,0,45.8,0,16.5,27.3,10.4,0,0,0,0,0,0.36,0,0.227,0.294,0.214,0,0,0,0
임준형,2024,0,48.3,0,9.2,31.3,11.3,0,0,0,0,0,0.304,0,0.167,0.3,0.5,0,0,0,0
허준혁,2022,0,67.4,0,0,16.8,0,0,15.8,0,0,0,0.533,0,0,0.667,0,0,0.143,0,0
조영건,2020,0,60.6,0,4.5,28.9,0.1,0,5.9,0,0,0,0.298,0,0.143,0.273,0,0,0,0,0
조영건,2021,0,64,0,4,28,4,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
조영건,2023,0,48.5,0,4,32.7,0,0,14.9,0,0,0,0.333,0,0,0.1,0,0,0,0,0
조영건,2024,0,56.3,0,9,21.7,0,0,13.1,0,0,0,0.326,0,0.273,0.318,0,0,0.19,0,0
하영민,2022,4.9,47.7,0,9.4,26.8,9.9,0,0.7,0,0,0.364,0.275,0,0.25,0.14,0.2,0,0.333,0,0
하영민,2023,0.5,33.5,0,18,42,5.8,0,0.1,0,0,0,0.421,0,0.231,0.218,0.25,0,0,0,0
하영민,2024,0,36.3,0,13.3,28,0,0,22.3,0,0,0,0.383,0,0.203,0.251,0,0,0.187,0,0
주승우,2022,0,74.3,0,2,17.8,5,0,1,0,0,0,0.4,0,1,0,0,0,0,0,0
주승우,2023,0,57.3,0,9.2,11.5,0,0,22,0,0,0,0.35,0,0.5,0.333,0,0,0.176,0,0
주승우,2024,25,40.3,0,0.1,19.6,0,0,15,0,0,0.289,0.243,0,0,0.273,0,0,0.216,0,0
김선기,2020,0,65,0,8.7,24.6,0.3,0,1.4,0,0,0,0.235,0,0.125,0.176,0,0,1,0,0
김선기,2021,0,58.4,0,9.3,29.9,2.1,0,0.1,0,0,0,0.345,0,0.214,0.186,0,0,0,0,0
김선기,2022,0,50.8,0,5.9,39.2,3.9,0,0,0,0,0,0.315,0,0.364,0.226,0,0,0,0,0
김선기,2023,0.3,40.2,0,12.6,43.6,1.3,0,2,0,0,0,0.364,0,0.385,0.261,0,0,0,0,0
김선기,2024,11.4,41,0,9,33.5,0.1,0,5,0,0,0.303,0.329,0,0.258,0.261,0,0,0.188,0,0
김성민,2020,26.7,33.3,0,10.6,14.7,14.7,0,0,0,0,0.286,0.36,0,0.273,0.3,0.278,0,0,0,0
김성민,2021,49.3,7.1,0,1.4,26.5,15.6,0.1,0,0,0,0.239,0.273,0,0.5,0.226,0.289,0,0,0,0
김성민,2024,59,0,0,13.6,13.9,13.6,0,0,0,0,0.286,0,0,0.185,0.233,0.375,0,0,0,0
김연주,2024,0,59,0,10.2,24.8,5,0,0.9,0,0,0,0.312,0,0.429,0.182,0.143,0,0,0,0
